"state", "date_peak", "cases_peak"
"afghanistan", "05/09/21", "7,946"
"afghanistan", "08/18/21", "30,226"
"afghanistan", "11/12/21", "393,981"
"afghanistan", "12/25/21", "80,659"
"afghanistan", "03/20/22", "19,742"
"afghanistan", "06/13/22", "16,453"
"albania", "02/07/21", "62"
"albania", "05/12/21", "29,158"
"albania", "07/28/21", "5,703"
"albania", "09/09/21", "6,748"
"albania", "01/06/22", "4,162"
"albania", "01/30/22", "12,775"
"albania", "05/13/22", "735"
"algeria", "09/02/21", "325,027"
"algeria", "10/25/21", "109,111"
"algeria", "01/07/22", "26,770"
"algeria", "02/06/22", "29,587"
"algeria", "04/22/22", "52,925"
"algeria", "05/27/22", "52,925"
"angola", "06/08/21", "31,075"
"angola", "08/01/21", "10,850"
"angola", "08/30/21", "27,080"
"angola", "11/19/21", "92,700"
"angola", "01/26/22", "60,427"
"angola", "04/24/22", "28,681"
"angola", "06/03/22", "36,575"
"argentina", "02/04/21", "13,786"
"argentina", "03/18/21", "23,029"
"argentina", "05/15/21", "92,328"
"argentina", "09/02/21", "293,906"
"argentina", "11/18/21", "170,738"
"armenia", "07/09/21", "2,066"
"armenia", "12/04/21", "11,447"
"armenia", "05/20/22", "79"
"australia", "04/11/21", "9,640"
"australia", "10/14/21", "178,160"
"australia", "03/17/22", "31,003"
"austria", "02/10/21", "12,662"
"austria", "04/07/21", "19,818"
"austria", "06/30/21", "64,256"
"austria", "12/15/21", "15,025"
"azerbaijan", "04/04/21", "52,974"
"azerbaijan", "05/07/21", "20,001"
"azerbaijan", "07/02/21", "33,950"
"azerbaijan", "09/22/21", "44,122"
"azerbaijan", "03/09/22", "4,102"
"azerbaijan", "05/17/22", "508"
"azerbaijan", "06/20/22", "459"
"bahrain", "03/09/21", "29,761"
"bahrain", "04/07/21", "13,048"
"bahrain", "05/25/21", "12,178"
"bahrain", "09/29/21", "1,441"
"bahrain", "11/21/21", "683"
"bahrain", "01/11/22", "676"
"bahrain", "03/04/22", "2,224"
"bahrain", "05/26/22", "113"
"bangladesh", "04/18/21", "165,085"
"bangladesh", "09/11/21", "700,873"
"bangladesh", "11/02/21", "1,373,539"
"bangladesh", "01/13/22", "2,207,357"
"bangladesh", "02/20/22", "2,615,427"
"bangladesh", "03/28/22", "2,316,914"
"bangladesh", "06/06/22", "88,411"
"belarus", "03/24/21", "2,300"
"belarus", "05/21/21", "17,472"
"belarus", "07/16/21", "54,454"
