"state", "date_peak", "cases_peak"
"central_african_republic", "01/30/21", "0"
"central_african_republic", "04/21/21", "13"
"central_african_republic", "08/12/21", "107"
"central_african_republic", "01/12/22", "23"
"central_african_republic", "03/13/22", "9"
"central_african_republic", "07/10/22", "1"
"chad", "05/07/20", "2"
"chad", "07/21/20", "0"
"chad", "10/08/20", "1"
"chad", "01/12/21", "3"
"chad", "07/18/21", "0"
"chad", "09/11/21", "0"
"chad", "12/01/21", "5"
"chad", "01/02/22", "4"
"chad", "04/02/22", "0"
"chad", "06/18/22", "0"
"chile", "06/09/20", "296"
"chile", "01/23/21", "191"
"chile", "04/11/21", "335"
"chile", "06/05/21", "334"
"chile", "11/13/21", "114"
"chile", "02/12/22", "1,619"
"chile", "06/11/22", "500"
"china", "02/12/20", "3"
"china", "03/29/20", "0"
"china", "06/24/20", "0"
"china", "08/03/20", "0"
"china", "09/11/20", "0"
"china", "10/22/20", "0"
"china", "11/19/20", "0"
"china", "01/05/21", "0"
"china", "03/21/21", "0"
"china", "05/13/21", "0"
"china", "06/18/21", "0"
"china", "07/21/21", "0"
"china", "09/18/21", "0"
"china", "10/21/21", "0"
"china", "11/30/21", "0"
"china", "04/12/22", "16"
"china", "07/20/22", "1"
"colombia", "08/14/20", "196"
"colombia", "10/31/20", "166"
"colombia", "01/18/21", "299"
"colombia", "06/25/21", "528"
"colombia", "11/24/21", "42"
"colombia", "01/15/22", "519"
"colombia", "07/12/22", "68"
"congo", "07/18/20", "20"
"congo", "09/05/20", "22"
"congo", "12/24/20", "17"
"congo", "02/22/21", "10"
"congo", "04/23/21", "15"
"congo", "06/05/21", "9"
"congo", "08/24/21", "3"
"congo", "10/26/21", "22"
"congo", "01/05/22", "43"
"congo", "05/31/22", "1"
"congo", "07/05/22", "7"
"costa_rica", "03/26/20", "5"
"costa_rica", "09/10/20", "237"
"costa_rica", "11/25/20", "213"
"costa_rica", "01/06/21", "230"
"costa_rica", "05/12/21", "478"
"costa_rica", "09/08/21", "484"
"costa_rica", "02/02/22", "1,095"
"costa_rica", "05/30/22", "385"
"costa_rica", "07/21/22", "2,336"
"cote_d_ivoire", "06/18/20", "11"
"cote_d_ivoire", "09/06/20", "3"
"cote_d_ivoire", "01/23/21", "9"
"cote_d_ivoire", "03/23/21", "14"
"cote_d_ivoire", "06/13/21", "2"
"cote_d_ivoire", "08/31/21", "10"
"cote_d_ivoire", "12/30/21", "41"
"cote_d_ivoire", "07/02/22", "3"
"croatia", "03/30/20", "17"
"croatia", "07/17/20", "20"
"croatia", "08/28/20", "64"
"croatia", "12/11/20", "832"
"croatia", "04/16/21", "523"
"croatia", "11/12/21", "1,273"
"croatia", "01/21/22", "2,049"
"croatia", "07/22/22", "331"
"cuba", "04/11/20", "4"
