"state", "date_peak", "cases_peak"
"mexico", "05/31/21", "472,274"
"mexico", "07/30/21", "719,227"
"mexico", "10/28/21", "655,181"
"mexico", "12/14/21", "369,125"
"mexico", "01/11/22", "67,718"
"mexico", "02/18/22", "132,632"
"mexico", "06/01/22", "169,808"
"mexico", "07/20/22", "287,656"
"moldova", "05/27/21", "10,581"
"moldova", "06/28/21", "5,082"
"moldova", "10/01/21", "37,704"
"moldova", "11/12/21", "9,185"
"moldova", "02/18/22", "12,062"
"mongolia", "05/05/21", "84,219"
"mongolia", "06/30/21", "15,036"
"mongolia", "12/14/21", "238"
"morocco", "02/22/21", "415,948"
"morocco", "05/20/21", "209,177"
"morocco", "07/29/21", "268,941"
"morocco", "01/02/22", "5,795"
"morocco", "02/11/22", "3,672"
"morocco", "06/13/22", "1,684"
"mozambique", "03/11/21", "6,634"
"mozambique", "05/10/21", "34,240"
"mozambique", "08/23/21", "103,907"
"mozambique", "10/29/21", "241,993"
"mozambique", "01/08/22", "144,232"
"mozambique", "02/13/22", "156,893"
"mozambique", "04/29/22", "81,754"
"myanmar", "02/03/21", "53,743"
"myanmar", "03/29/21", "88,571"
"myanmar", "04/21/21", "71,429"
"myanmar", "08/19/21", "373,728"
"myanmar", "10/15/21", "404,648"
"myanmar", "12/09/21", "282,870"
"myanmar", "12/30/21", "283,883"
"myanmar", "04/24/22", "166,947"
"myanmar", "06/16/22", "253,225"
"namibia", "05/08/21", "2,273"
"namibia", "06/17/21", "2,320"
"namibia", "07/29/21", "2,016"
"namibia", "10/26/21", "2,641"
"namibia", "12/31/21", "8,400"
"namibia", "02/13/22", "2,332"
"namibia", "05/06/22", "3,648"
"namibia", "06/03/22", "2,485"
"namibia", "07/08/22", "2,483"
"nepal", "03/17/21", "171,105"
"nepal", "06/10/21", "38,574"
"nepal", "08/01/21", "101,500"
"nepal", "09/30/21", "155,054"
"nepal", "01/02/22", "330,479"
"nepal", "02/22/22", "460,000"
"nepal", "07/21/22", "122,617"
"netherlands", "02/24/21", "31,696"
"netherlands", "06/09/21", "143,876"
"netherlands", "09/15/21", "10,019"
"netherlands", "11/03/21", "9,975"
"netherlands", "01/26/22", "6,306"
"netherlands", "05/18/22", "286"
"netherlands", "06/22/22", "295"
"new_zealand", "08/26/21", "51,691"
"new_zealand", "01/27/22", "12,324"
"new_zealand", "05/26/22", "96"
"new_zealand", "07/21/22", "98"
"nicaragua", "04/22/21", "10,501"
"nicaragua", "07/14/21", "12,181"
"nicaragua", "08/18/21", "22,752"
"nicaragua", "11/17/21", "370,456"
"nicaragua", "03/30/22", "15,172"
"nicaragua", "04/27/22", "14,557"
"nicaragua", "06/06/22", "10,702"
"niger", "05/10/21", "9,542"
"niger", "06/22/21", "7,427"
"niger", "08/07/21", "24,070"
"niger", "10/13/21", "10,519"
"niger", "01/08/22", "131,091"
"niger", "03/06/22", "100,103"
"niger", "06/24/22", "161,635"
"nigeria", "03/30/21", "77,344"
"nigeria", "05/10/21", "65,496"
"nigeria", "06/26/21", "37,551"
"nigeria", "09/03/21", "100,787"
"nigeria", "01/12/22", "243,060"
"nigeria", "02/19/22", "328,403"
"nigeria", "04/29/22", "439,942"
"nigeria", "07/08/22", "1,138,975"
"north_macedonia", "05/10/21", "10,803"
"north_macedonia", "07/03/21", "10,034"
"north_macedonia", "08/17/21", "9,577"
"north_macedonia", "11/24/21", "1,440"
"north_macedonia", "06/17/22", "695"
"north_macedonia", "07/22/22", "15"
"norway", "02/05/21", "10,022"
"norway", "04/15/21", "27,982"
"norway", "07/01/21", "50,041"
"norway", "09/16/21", "13,314"
"norway", "12/16/21", "1,940"
"norway", "06/01/22", "120"
"oman", "01/12/21", "1,318"
"oman", "04/03/21", "4,451"
"oman", "07/05/21", "80,476"
"oman", "08/07/21", "65,319"
"oman", "12/17/21", "4,517"
"oman", "01/29/22", "4,649"
"oman", "03/20/22", "2,295"
"oman", "06/11/22", "319"
"pakistan", "08/05/21", "814,731"
"pakistan", "08/29/21", "838,319"
"pakistan", "11/07/21", "604,480"
"pakistan", "12/22/21", "731,233"
"pakistan", "02/12/22", "1,144,261"
"pakistan", "03/29/22", "590,663"
"pakistan", "06/26/22", "77,019"
"palestine", "04/02/21", "13,089"
"palestine", "05/03/21", "13,052"
"palestine", "06/03/21", "9,798"
"palestine", "09/01/21", "38,593"
"palestine", "11/13/21", "55,195"
"palestine", "03/04/22", "9,765"
"palestine", "06/10/22", "443"
"panama", "03/05/21", "12,314"
"panama", "04/16/21", "9,142"
"panama", "06/11/21", "14,235"
"panama", "08/06/21", "66,795"
"panama", "11/19/21", "3,247"
"panama", "03/09/22", "7,872"
"panama", "04/27/22", "1,216"
"papua_new_guinea", "05/30/21", "1,934"
"papua_new_guinea", "07/25/21", "1,869"
"papua_new_guinea", "10/23/21", "7,159"
"papua_new_guinea", "11/20/21", "10,122"
"papua_new_guinea", "03/05/22", "940"
"papua_new_guinea", "06/04/22", "1,069"
"papua_new_guinea", "06/25/22", "917"
"paraguay", "07/15/21", "71,037"
"paraguay", "09/08/21", "21,842"
"paraguay", "11/10/21", "36,154"
"paraguay", "02/02/22", "13,800"
"paraguay", "05/11/22", "2,544"
"paraguay", "07/13/22", "4,549"
"peru", "02/22/21", "20,260"
"peru", "03/18/21", "19,045"
"peru", "06/11/21", "77,901"
"peru", "07/09/21", "137,523"
"peru", "09/10/21", "280,807"
"peru", "11/07/21", "171,670"
"peru", "02/01/22", "99,396"
"philippines", "06/19/21", "236,074"
"philippines", "08/13/21", "760,314"
"philippines", "09/07/21", "928,311"
"philippines", "11/30/21", "2,227,476"
"philippines", "02/22/22", "1,793,042"
"philippines", "06/03/22", "637,325"
"poland", "05/08/21", "197,511"
"poland", "12/20/21", "30,316"
"poland", "04/06/22", "3,589"
"poland", "04/28/22", "4,365"
"poland", "07/21/22", "531"
"portugal", "01/20/21", "17,601"
"portugal", "04/14/21", "61,242"
"portugal", "07/07/21", "67,971"
"portugal", "08/18/21", "67,800"
"portugal", "01/05/22", "31,177"
